eName,isPlanet,semimajorAxis,perihelion,aphelion,eccentricity,inclination,density,gravity,escape,meanRadius,equaRadius,polarRadius,flattening,dimension,sideralOrbit,sideralRotation,discoveryDate,mass_kg,volume,orbit_type,orbits,bondAlbido,geomAlbido,RV_abs,p_transit,transit_visibility,transit_depth,massj,semimajorAxis_AU,grav_int
Ijiraq,FALSE,11367400,0,0,0.316,49.1,1,0,0,5,0,0,0,NA,451.4,0,23/09/2000,1.18E+15,NA,Secondary,Saturn,NA,NA,NA,0.06125824726850470,11.02648450833080,5.15578534392908E-11,6.21052631578947E-13,0.07598637565367430,1212827403880459.5
Suttungr,FALSE,19476700,0,0,0.114,175.8,1,0,0,3,0,0,0,NA,1016.7,0,23/09/2000,230000000000000,NA,Secondary,Saturn,NA,NA,NA,0.03575271991661830,6.435489584991300,1.85608272381447E-11,1.21052631578947E-13,0.13019369800428600,80526044180309.10
Kiviuq,FALSE,11311100,0,0,0.334,48.7,1,0,0,7,0,0,0,NA,449.2,0,07/08/2000,2.79E+15,NA,Secondary,Saturn,NA,NA,NA,0.06156333159462830,11.081399687033100,1.0105339274101E-10,1.46842105263158E-12,0.07561003339869060,2896235003851663
Mundilfari,FALSE,18667900,0,0,0.21,169.4,1,0,0,3,0,0,0,NA,952.6,0,23/09/2000,230000000000000,NA,Secondary,Saturn,NA,NA,NA,0.03730173184985990,6.714311732974790,1.85608272381447E-11,1.21052631578947E-13,0.12478720393979500,87654896878424.10
Albiorix,FALSE,16401100,0,0,0.469,34,1,0,0,13,0,0,0,NA,783.5,13.32,09/11/2000,2.23E+16,NA,Secondary,Saturn,NA,NA,NA,0.042457822950899600,7.642408131161930,3.48531089249606E-10,1.17368421052632E-11,0.10963458185103700,11010275564898812
Skathi,FALSE,15614300,0,0,0.27,148.5,1,0,0,3,0,0,0,NA,728.2,0,23/09/2000,350000000000000,NA,Secondary,Saturn,NA,NA,NA,0.04459661976521520,8.02739155773874,1.85608272381447E-11,1.84210526315789E-13,0.10437514870323600,190661183506169.72
Erriapus,FALSE,17611400,0,0,0.474,34.6,1,0,0,4,0,0,0,NA,871.2,0,23/09/2000,680000000000000,NA,Secondary,Saturn,NA,NA,NA,0.03953950282203570,7.117110507966430,3.29970262011461E-11,3.57894736842105E-13,0.11772493764511900,291179254091110.7
Siarnaq,FALSE,18015400,0,0,0.295,45.6,1,0,0,16,0,0,0,NA,895.6,0,23/09/2000,4.35E+16,NA,Secondary,Saturn,NA,NA,NA,0.03865348535142160,6.957627363255880,5.27952419218338E-10,2.28947368421053E-11,0.12042551084251500,17800849035941718
Thrymr,FALSE,20439600,0,0,0.47,175,1,0,0,3,0,0,0,NA,1094.3,0,23/09/2000,230000000000000,NA,Secondary,Saturn,NA,NA,NA,0.03406842599659490,6.132316679387070,1.85608272381447E-11,1.21052631578947E-13,0.13663028694431800,73117667691422.90
Narvi,FALSE,19417300,0,0,0.431,145.8,1,0,0,3,0,0,0,NA,1003.9,0,05/02/2003,230000000000000,NA,Secondary,Saturn,NA,NA,NA,0.03586209205193310,6.455176569347950,1.85608272381447E-11,1.21052631578947E-13,0.1297966335292230,81019476666392.00
Methone,FALSE,194440,194421,194459,0,0,1,0,0,1.6,0,0,0,NA,1.01,0,01/06/2004,20000000000000,NA,Secondary,Saturn,NA,NA,NA,3.5812775149146300,644.6299526846330,5.27952419218338E-12,1.05263157894737E-14,0.0012997511200538800,70258366713118830
Pallene,FALSE,212280,0,0,0,0,1,0,0,33,0,0,0,5x4x4,1.14,0,01/06/2004,60000000000000,NA,Secondary,Saturn,NA,NA,NA,3.280455059355570,590.4819106840020,2.24586009581551E-09,3.1578947368421E-14,0.0014190041543151500,176836687532481340
Polydeuces,FALSE,377200,0,0,0,0,1,0,0,2,0,0,0,3x2x2,2.74,0,21/10/2004,10000000000000,NA,Secondary,Saturn,NA,NA,NA,1.846086956521740,332.295652173913,8.24925655028653E-12,5.26315789473684E-15,0.0025214262625196600,9334604255950808
Daphnis,FALSE,136500,0,0,0,0,0.34,0,0,33,0,0,0,9x8x6,0.594,0,01/05/2009,100000000000000,NA,Secondary,Saturn,NA,NA,NA,5.101648351648350,918.2967032967030,2.24586009581551E-09,5.26315789473684E-14,9.12446142189643E-04,712810315447678e3
Aegir,FALSE,20749800,0,0,0.252,166.7,1,0,0,3,0,0,0,NA,1116.5,0,12/12/2004,150000000000000,NA,Secondary,Saturn,NA,NA,NA,0.033559118642107400,6.040641355579330,1.85608272381447E-11,7.89473684210526E-14,0.1387038458696460,46270341801680.70
Bebhionn,FALSE,17117800,0,0,0.469,35,1,0,0,3,0,0,0,NA,834.8,0,12/12/2004,150000000000000,NA,Secondary,Saturn,NA,NA,NA,0.04067958499339870,7.322325298811760,1.85608272381447E-11,7.89473684210526E-14,0.11442542544156700,67988372002407.70
Bergelmir,FALSE,19338300,0,0,0.142,158.5,1,0,0,3,0,0,0,NA,1005.9,0,12/12/2004,150000000000000,NA,Secondary,Saturn,NA,NA,NA,0.036008594343866800,6.48154698189603,1.85608272381447E-11,7.89473684210526E-14,0.12926855114656400,53271380475388.60
Bestla,FALSE,20278000,0,0,0.521,145.2,1,0,0,3,0,0,0,NA,1083.6,0,13/12/2004,230000000000000,NA,Secondary,Saturn,NA,NA,NA,0.03433992504191740,6.1811865075451200,1.85608272381447E-11,1.21052631578947E-13,0.13555005766536000,74287693981947.60
Farbauti,FALSE,20387000,0,0,0.206,156.4,1,0,0,3,0,0,0,NA,1086.1,0,12/12/2004,90000000000000,NA,Secondary,Saturn,NA,NA,NA,0.03415632510913820,6.148138519644870,1.85608272381447E-11,4.73684210526316E-14,0.1362786776616870,28759090160358.600
Fenrir,FALSE,22454800,0,0,0.136,164.9,1,0,0,2,0,0,0,NA,1260.3,0,13/12/2004,50000000000000,NA,Secondary,Saturn,NA,NA,NA,0.031010919714270400,5.5819655485686800,8.24925655028653E-12,2.63157894736842E-14,0.1501010669131140,13170155435062.800
Fornjot,FALSE,25151200,0,0,0.206,170.4,1,0,0,3,0,0,0,NA,1490.9,0,12/12/2004,150000000000000,NA,Secondary,Saturn,NA,NA,NA,0.0276863529374344,4.983543528738190,1.85608272381447E-11,7.89473684210526E-14,0.16812538762959800,31492933518069.400
Hati,FALSE,19775000,0,0,0.372,165.8,1,0,0,3,0,0,0,NA,1038.7,0,12/12/2004,150000000000000,NA,Secondary,Saturn,NA,NA,NA,0.0352134007585335,6.3384121365360300,1.85608272381447E-11,7.89473684210526E-14,0.13218771034285900,50944529240939.10
Hyrrokkin,FALSE,18437300,0,0,0.333,151.4,1,0,0,4,0,0,0,NA,931.8,0,12/12/2004,350000000000000,NA,Secondary,Saturn,NA,NA,NA,0.03776832833440910,6.7982991001936300,3.29970262011461E-11,1.84210526315789E-13,0.12324573814940000,136745385048970.97
Kari,FALSE,22077100,0,0,0.478,156.3,1,0,0,3,0,0,0,NA,1233.6,0,12/12/2004,230000000000000,NA,Secondary,Saturn,NA,NA,NA,0.03154150681022420,5.677471225840350,1.85608272381447E-11,1.21052631578947E-13,0.1475762983570330,62673372510071.40
Loge,FALSE,23065500,0,0,0.335,173.1,1,0,0,3,0,0,0,NA,1312,0,13/12/2004,150000000000000,NA,Secondary,Saturn,NA,NA,NA,0.030189893997528800,5.43418091955518,1.85608272381447E-11,7.89473684210526E-14,0.15418334426868300,37445944643337.70
Skoll,FALSE,17663300,0,0,0.464,161.2,1,0,0,3,0,0,0,NA,878.3,0,12/12/2004,150000000000000,NA,Secondary,Saturn,NA,NA,NA,0.039423267452854200,7.09618814151376,1.85608272381447E-11,7.89473684210526E-14,0.11807186771676400,63853814660109.50
Surtur,FALSE,22920400,0,0,0.451,177.5,1,0,0,3,0,0,0,NA,1297.7,0,12/12/2004,150000000000000,NA,Secondary,Saturn,NA,NA,NA,0.030381014292944300,5.46858257272997,1.85608272381447E-11,7.89473684210526E-14,0.1532134106772420,37921556320557.800
Anthe,FALSE,197700,0,0,0.001,0.1,1,0,0,1,0,0,0,NA,1.04,0,30/05/2007,5000000000000,NA,Secondary,Saturn,NA,NA,NA,3.522220536165910,633.9996965098640,2.06231413757163E-12,2.63157894736842E-15,0.0013215428740724700,16990100367683084
Jarnsaxa,FALSE,19356400,0,0,0.216,163.3,1,0,0,3,0,0,0,NA,964.7,0,05/01/2006,100000000000000,NA,Secondary,Saturn,NA,NA,NA,0.03597492302287620,6.475486144117710,1.85608272381447E-11,5.26315789473684E-14,0.12938954217347700,35447866569085.90
Greip,FALSE,18442200,0,0,0.326,179.8,1,0,0,3,0,0,0,NA,921.2,0,05/01/2006,150000000000000,NA,Secondary,Saturn,NA,NA,NA,0.03775823925562030,6.796483066011650,1.85608272381447E-11,7.89473684210526E-14,0.12327849262629900,58574026961600.70
Tarqeq,FALSE,17909900,0,0,0.16,46.1,1,0,0,3,0,0,0,NA,887.5,0,05/01/2006,230000000000000,NA,Secondary,Saturn,NA,NA,NA,0.03888045159381130,6.998481286886020,1.85608272381447E-11,1.21052631578947E-13,0.11972028690111600,95231536796871.3
Aegaeon,FALSE,167500,0,0,2E-04,0.001,1,0,0,0.5,0,0,0,NA,0.808,19.63,15/08/2008,100000000000,NA,Secondary,Saturn,NA,NA,NA,4.157268656716420,748.3083582089550,5.15578534392908E-13,5.26315789473684E-17,0.0011196683429799600,473379728224548.9
S/2004 S 7,FALSE,21005800,0,0,0.58,165.1,1,0,0,3,0,0,0,NA,1103,0,12/12/2004,150000000000000,NA,Secondary,Saturn,NA,NA,NA,0.03315012996410520,5.967023393538930,1.85608272381447E-11,7.89473684210526E-14,0.14041510017294700,45149410623006.900
S/2004 S 12,FALSE,19867500,0,0,0.401,164,1,0,0,3,0,0,0,NA,1048,0,12/12/2004,90000000000000,NA,Secondary,Saturn,NA,NA,NA,0.03504945262363160,6.30890147225368,1.85608272381447E-11,4.73684210526316E-14,0.13280603465166800,30282752339572.40
S/2004 S 13,FALSE,18408700,0,0,0.273,167.4,1,0,0,3,0,0,0,NA,906,0,12/12/2004,150000000000000,NA,Secondary,Saturn,NA,NA,NA,0.03782695138711590,6.808851249680860,1.85608272381447E-11,7.89473684210526E-14,0.12305455895770300,58787405997392.200
S/2004 S 17,FALSE,19449900,0,0,0.259,166.6,1,0,0,2,0,0,0,NA,986,0,13/12/2004,50000000000000,NA,Secondary,Saturn,NA,NA,NA,0.035801932143610000,6.444347785849800,8.24925655028653E-12,2.63157894736842E-14,0.13001455106940900,17553937086431.40
S/2006 S 1,FALSE,18797400,0,0,0.13,154.2,1,0,0,3,0,0,0,NA,970,0,04/01/2006,100000000000000,NA,Secondary,Saturn,NA,NA,NA,0.03704475086980110,6.668055156564210,1.85608272381447E-11,5.26315789473684E-14,0.12565285797212900,37587523489714.5
S/2006 S 3,FALSE,22100100,0,0,0.471,150.8,1,0,0,3,0,0,0,NA,1142,0,05/01/2006,150000000000000,NA,Secondary,Saturn,NA,NA,NA,0.031508680956194800,5.671562572115060,1.85608272381447E-11,7.89473684210526E-14,0.14773004386084500,40788906272652.90
S/2007 S 2,FALSE,16723300,0,0,0.218,176.7,1,0,0,3,0,0,0,NA,800,0,01/05/2007,150000000000000,NA,Secondary,Saturn,NA,NA,NA,0.04163920996454050,7.495057793617290,1.85608272381447E-11,7.89473684210526E-14,0.1117883558218320,71233876083028.00
S/2007 S 3,FALSE,18981900,0,0,0.13,177.2,1,0,0,3,0,0,0,NA,1100,0,01/05/2007,150000000000000,NA,Secondary,Saturn,NA,NA,NA,0.03668468383038580,6.6032430894694400,1.85608272381447E-11,7.89473684210526E-14,0.1268861642961870,55290583794420.10
S/2009 S 1,FALSE,117000,0,0,0,0,1,0,0,0.3,0,0,0,NA,0.4715,0,26/07/2009,100000000000,NA,Secondary,Saturn,NA,NA,NA,5.95164358974359,1071.2958461538500,1.85608272381447E-13,5.26315789473684E-17,7.82096693305408E-04,970214040470450.6
Ariel,FALSE,190900,190670,191130,0.0012,0.04,1.59,0,0,581.1,0,0,0,NA,2.52038,60.4891,24/10/1851,1.29E+21,NA,Secondary,Uranus,NA,NA,NA,3.650723415400730,657.1302147721320,6.96396484118745E-07,6.78947368421053E-07,0.0012760876816410500,47012909816778664e8
Umbriel,FALSE,266000,265100,267500,0.0039,0.13,1.46,0,0,584.7,0,0,0,NA,4.14418,99.499,24/10/1851,1.22E+21,NA,Secondary,Uranus,NA,NA,NA,2.6200251879699200,471.60453383458600,7.05051769076437E-07,6.42105263157895E-07,0.0017781001745234100,2290001865566171e9
Titania,FALSE,436300,435800,436800,0.0011,0.08,1.66,0,0,788.9,0,0,0,NA,8.7058700000000000,208.9408,11/01/1787,3.42E+21,NA,Secondary,Uranus,NA,NA,NA,1.5978246619298600,287.6084391473760,1.28350844668746E-06,1.8E-06,0.002916485361445720,23861347130236766e8
Oberon,FALSE,583500,582702,584336,0.0014,0.07,1.56,0,0,761.4,0,0,0,NA,13.46323,323.1176,11/01/1787,2.88E+21,NA,Secondary,Uranus,NA,NA,NA,1.1946930591259600,215.04475064267400,1.19558529248184E-06,1.51578947368421E-06,0.0039004565858436400,11234404213559254e8
Miranda,FALSE,129900,129703,130041,0.0013,4.34,1.2,0,0,240,0,0,0,NA,1.41348,33.9235,16/02/1948,6.6E+19,NA,Secondary,Uranus,NA,NA,NA,5.362448036951500,965.2406466512700,1.18789294324126E-07,3.47368421052632E-08,8.68327867182671E-04,51947531144049335e7
Cordelia,FALSE,49800,0,0,3E-04,0.08,1,0,0,20,0,0,0,NA,0.33503,0,20/01/1986,4.5E+16,NA,Secondary,Uranus,NA,NA,NA,13.983172690763100,2516.971084337350,8.24925655028653E-10,2.36842105263158E-11,3.32892438688969E-04,240986717956162e7
Ophelia,FALSE,53800,0,0,0.0099,0.1,1,0,0,21,0,0,0,NA,0.3764,0,20/01/1986,5.4E+16,NA,Secondary,Uranus,NA,NA,NA,12.943550185873600,2329.839033457250,9.0948053466909E-10,2.84210526315789E-11,3.59630787178042E-04,24778127720733543e5
Bianca,FALSE,59200,0,0,9E-04,0.19,1,0,0,27,0,0,0,NA,0.43458,0,23/01/1986,9.2E+16,NA,Secondary,Uranus,NA,NA,NA,11.762989864864900,2117.3381756756800,1.50342700628972E-09,4.84210526315789E-11,3.95727557638292E-04,34864520178962745e5
Cressida,FALSE,61800,0,0,4E-04,0.01,1,0,0,41,0,0,0,NA,0.46357,0,09/01/1986,3.4E+17,NA,Secondary,Uranus,NA,NA,NA,11.268333333333300,2028.3,3.46675006525792E-09,1.78947368421053E-10,4.1310748415619E-04,1.1823369047245E+22
Desdemona,FALSE,62700,0,0,1E-04,0.11,1,0,0,35,0,0,0,NA,0.47365,0,13/01/1986,1.8E+17,NA,Secondary,Uranus,NA,NA,NA,11.106491228070200,1999.1684210526300,2.52633481852525E-09,9.47368421052632E-11,4.19123612566232E-04,6081023786085483e6
Juliet,FALSE,64400,0,0,7E-04,0.07,1,0,0,53,0,0,0,NA,0.49307,0,03/01/1986,5.6E+17,NA,Secondary,Uranus,NA,NA,NA,10.813586956521700,1946.445652173910,5.79304041243872E-09,2.94736842105263E-10,4.30487410674088E-04,17933108290575208e6
Portia,FALSE,66100,0,0,1E-04,0.06,1,0,0,70,0,0,0,NA,0.5132,0,03/01/1986,1.7E+18,NA,Secondary,Uranus,NA,NA,NA,10.53573373676250,1896.4320726172500,1.0105339274101E-08,8.94736842105263E-10,4.41851208781944E-04,5167557064091677e7
Rosalind,FALSE,69900,0,0,1E-04,0.28,1,0,0,36,0,0,0,NA,0.55846,0,13/01/1986,2.5E+16,NA,Secondary,Uranus,NA,NA,NA,9.962489270386270,1793.2480686695300,2.67275912229284E-09,1.31578947368421E-11,4.67252639846564E-04,6795555064357215e5
Belinda,FALSE,75300,0,0,1E-04,0.03,1,0,0,45,0,0,0,NA,0.62353,0,13/01/1986,4.9E+17,NA,Secondary,Uranus,NA,NA,NA,9.24816733067729,1664.6701195219100,4.17618612858256E-09,2.57894736842105E-10,5.03349410306814E-04,11477449917020716e6
Puck,FALSE,86000,0,0,1E-04,0.32,1,0,0,81,0,0,0,NA,0.76183,0,30/12/1985,2.9E+18,NA,Secondary,Uranus,NA,NA,NA,8.097941860465120,1457.629534883720,1.35308430566075E-08,1.52631578947368E-09,5.74874492515086E-04,5207633044889129e7
Caliban,FALSE,7231100,0,0,0.1812,141.53,1,0,0,36,0,0,0,NA,-579.5,0,06/09/1997,2.5E+17,NA,Secondary,Uranus,NA,NA,NA,0.09630319038597170,17.334574269474900,2.67275912229284E-09,1.31578947368421E-10,0.04833691793983540,634995360797789300
Sycorax,FALSE,12179400,0,0,0.5219,159.42,1,0,0,75,0,0,0,NA,-1283.4,0,06/09/1997,2.3E+18,NA,Secondary,Uranus,NA,NA,NA,0.05717991034041090,10.292383861274000,1.16005170238404E-08,1.21052631578947E-09,0.08141426039695630,2059279645559888400
Prospero,FALSE,16276800,0,0,0.4445,151.83,1,0,0,25,0,0,0,NA,-1977.3,0,18/07/1999,8.5E+16,NA,Secondary,Uranus,NA,NA,NA,0.04278279514400870,7.700903125921560,1.28894633598227E-09,4.47368421052632E-11,0.10880368767173900,42610845344912736
Setebos,FALSE,17420400,0,0,0.5908,158.24,1,0,0,24,0,0,0,NA,-2234.8,0,18/07/1999,7.5E+16,NA,Secondary,Uranus,NA,NA,NA,0.03997416821657370,7.195350278983260,1.18789294324126E-09,3.94736842105263E-11,0.11644818150476500,32823455254447828
Stephano,FALSE,8007400,0,0,0.2248,143.82,1,0,0,16,0,0,0,NA,-676.5,0,18/07/1999,2.2E+16,NA,Secondary,Uranus,NA,NA,NA,0.08696430801508610,15.65357544271550,5.27952419218338E-10,1.15789473684211E-11,0.05352616292285240,45569987781782904
Trinculo,FALSE,8505200,0,0,0.2194,166.93,1,0,0,9,0,0,0,NA,-758.1,0,13/08/2001,3.9E+15,NA,Secondary,Uranus,NA,NA,NA,0.08187355970465130,14.737240746837200,1.67047445143302E-10,2.05263157894737E-12,0.05685375039231760,7160359454783080
Francisco,FALSE,4282900,0,0,0.1324,147.25,1,0,0,11,0,0,0,NA,-266.6,0,13/08/2001,7.2E+15,NA,Secondary,Uranus,NA,NA,NA,0.1625891335310190,29.266044035583400,2.49540010646168E-10,3.78947368421053E-12,0.028629418185963500,52130982077002424
Margaret,FALSE,23808000,0,0,0.6772,57.37,1,0,0,10,0,0,0,NA,1694.8,0,29/08/2003,5.4E+15,NA,Secondary,Uranus,NA,NA,NA,0.029248655913978500,5.264758064516130,2.06231413757163E-10,2.84210526315789E-12,0.15914665020696700,1265281653429045.2
Ferdinand,FALSE,20430000,0,0,0.3993,169.79,1,0,0,10,0,0,0,NA,-2823.4,0,13/08/2001,5.4E+15,NA,Secondary,Uranus,NA,NA,NA,0.03408477728830150,6.1352599118942700,2.06231413757163E-10,2.84210526315789E-12,0.13656611490794400,1718289377502636
Perdita,FALSE,76417,0,0,0,0.47,1,0,0,13,0,0,0,NA,0.638,0,18/01/1986,1.8E+19,NA,Secondary,Uranus,NA,NA,NA,9.112566575500220,1640.2619835900400,3.48531089249606E-10,9.47368421052632E-09,5.10816094122388E-04,4.09384896158532E+23
Mab,FALSE,97736,0,0,0,0.13,1,0,0,12,0,0,0,NA,0.923,0,25/08/2003,1E+16,NA,Secondary,Uranus,NA,NA,NA,7.124846525333550,1282.4723745600400,2.96973235810315E-10,5.26315789473684E-12,6.53324806982029E-04,1390369259034109e5
Cupid,FALSE,74392,0,0,0,0.1,1,0,0,9,0,0,0,NA,0.613,0,25/08/2003,3.8E+15,NA,Secondary,Uranus,NA,NA,NA,9.360562963759550,1684.901333476720,1.67047445143302E-10,2E-12,4.97279805199794E-04,9119486944591079e4
Triton,FALSE,354759,354753,354765,2E-05,157.345,2.05,0.78,0,1353.4,0,0,0,NA,5.87685,141.0444,10/10/1846,2.14E+22,NA,Secondary,Neptune,NA,NA,NA,1.9666742774672400,354.0013699441030,3.77752339985864E-06,1.12631578947368E-05,0.002371417442908830,22583237819212137e9
Nereid,FALSE,5513818,1372000,9655000,0.7512,7.23,1,0.071,0,170,0,0,0,NA,360.13619,0,01/05/1949,3E+19,NA,Secondary,Neptune,NA,NA,NA,0.12632118071361800,22.737812528451200,5.96008785758202E-08,1.57894736842105E-08,0.03685759679733200,13105562919302467e4
Naiad,FALSE,48227,0,0,3E-04,4.74,1,0.01,0,33,0,0,0,48 x 30 x 26,0.2944,0,18/09/1989,2E+17,NA,Secondary,Neptune,NA,NA,NA,14.439525576959000,2599.114603852610,2.24586009581551E-09,1.05263157894737E-10,3.2237758314564E-04,11420596299279253e6
Thalassa,FALSE,50074,0,0,2E-04,0.21,1,0.013,0,33,0,0,0,54 x 50 x 26,0.31149,0,18/09/1989,4E+17,NA,Secondary,Neptune,NA,NA,NA,13.906917761712700,2503.2451971082800,2.24586009581551E-09,2.10526315789474E-10,3.3472401556047E-04,21187255315701476e6
Despina,FALSE,52526,0,0,1E-04,0.07,1,0.023,0,33,0,0,0,90 x 74 x 64,0.33466,0,28/07/1989,2E+18,NA,Secondary,Neptune,NA,NA,NA,13.257719986292500,2386.3895975326500,2.24586009581551E-09,1.05263157894737E-09,3.51114623184272E-04,9627657138400342e7
Galatea,FALSE,61953,0,0,1E-04,0.05,1,0.03,0,33,0,0,0,102 x 92 x 72,0.42875,0,28/07/1989,2E+18,NA,Secondary,Neptune,NA,NA,NA,11.240375768727900,2023.2676383710200,2.24586009581551E-09,1.05263157894737E-09,4.14130225985897E-04,6920613435866063e7
Larissa,FALSE,73548,0,0,0.0014,0.2,1,0.034,0,33,0,0,0,108 x 102 x 84,0.55465,0,24/05/1981,5E+18,NA,Secondary,Neptune,NA,NA,NA,9.468306412139010,1704.295154185020,2.24586009581551E-09,2.63157894736842E-09,4.916380136686E-04,12276301565376628e7
Proteus,FALSE,117646,0,0,4E-04,0.04,1,0.075,0,33,0,0,0,220 x 208 x 202,1.12232,0,16/06/1989,5E+19,NA,Secondary,Neptune,NA,NA,NA,5.919240773166960,1065.4633391700500,2.24586009581551E-09,2.63157894736842E-08,7.86414936586394E-04,47979415375590424e7
Halimede,FALSE,16611000,0,0,0.571,134.1,1,0.01,0,30,0,0,0,NA,1879.7,0,14/08/2002,2E+17,NA,Secondary,Neptune,NA,NA,NA,0.04192234061766300,7.546021311179340,1.85608272381447E-09,1.05263157894737E-10,0.11103767668800100,96267062057707980
Psamathe,FALSE,48096000,0,0,0.45,137.4,1,0,0,20,0,0,0,NA,9115.9,0,19/08/2003,2E+16,NA,Secondary,Neptune,NA,NA,NA,0.014478584497671300,2.606145209580840,8.24925655028653E-10,1.05263157894737E-11,0.3215019022326230,1148289402012121.2
Sao,FALSE,22228000,0,0,0.293,48.5,1,0.01,0,20,0,0,0,NA,2914.1,0,14/08/2002,1E+17,NA,Secondary,Neptune,NA,NA,NA,0.03132814468238260,5.639066042828870,8.24925655028653E-10,5.26315789473684E-11,0.148585002553783,26880571785544860
Laomedeia,FALSE,23567000,0,0,0.424,34.7,1,0.01,0,20,0,0,0,NA,3167.9,0,13/08/2002,1E+17,NA,Secondary,Neptune,NA,NA,NA,0.029548181779607100,5.318672720329270,8.24925655028653E-10,5.26315789473684E-11,0.15753566471050000,23912813410504160
Neso,FALSE,49285000,0,0,0.495,132.6,1,0,0,30,0,0,0,NA,9374,0,14/08/2002,1E+17,NA,Secondary,Neptune,NA,NA,NA,0.014129491731764200,2.543308511717560,1.85608272381447E-09,5.26315789473684E-11,0.32944987632100000,5467763945800620
Charon,FALSE,17536,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,13/04/1978,2.4E+16,NA,Secondary,Pluto,NA,NA,NA,39.71116560218980,7148.00980839416,2.24586009581551E-09,1.26315789473684E-11,1.17220919776099E-04,10365480687902925e6
Nix,FALSE,48708,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,15/05/2005,2.4E+16,NA,Secondary,Pluto,NA,NA,NA,14.296932742054700,2573.447893569850,2.24586009581551E-09,1.26315789473684E-11,3.25592869551452E-04,13435379114778703e5
Hydra,FALSE,64749,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,15/05/2005,2.4E+16,NA,Secondary,Pluto,NA,NA,NA,10.754992355094300,1935.8986239169700,2.24586009581551E-09,1.26315789473684E-11,4.3282033157976E-04,7602989479473377e5
Namaka,FALSE,39300,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,30/06/2005,2.4E+16,NA,Secondary,136108 Haumea,NA,NA,NA,17.71946564885500,3189.503816793890,2.24586009581551E-09,1.26315789473684E-11,2.6270427390515E-04,20637896004506343e5
Hiʻiaka,FALSE,49500,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,26/01/2005,2.4E+16,NA,Secondary,136108 Haumea,NA,NA,NA,14.068181818181800,2532.2727272727300,2.24586009581551E-09,1.26315789473684E-11,3.30887062552288E-04,13008886440159168e5
Dysnomia,FALSE,30000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,??/09/2005,2.4E+16,NA,Secondary,136199 Eris,NA,NA,NA,23.2125,4178.25,2.24586009581551E-09,1.26315789473684E-11,2.00537613668053E-04,35416693333333335e5
Dia,FALSE,12555000,0,0,0.211,28.23,1,0,0,2,0,0,0,NA,287,0,27/12/2000,90000000000000,NA,Secondary,Jupiter,NA,NA,NA,0.05546348068498610,9.983426523297490,8.24925655028653E-12,4.73684210526316E-14,0.08392499132008030,75831274292753.50
S/2004 S 3,FALSE,141000,0,0,0.02,0,1,0,0,2,0,0,0,NA,0.62,0,21/06/2004,2.4E+16,NA,Secondary,Saturn,NA,NA,NA,4.938609929078010,888.9497872340430,8.24925655028653E-12,1.26315789473684E-11,9.42526784239851E-04,1603290780141844e5
